year,state,state_po,county,office,candidate,party,candidatevotes,mode
2016,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,294562,TOTAL
2016,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,DONALD TRUMP,REPUBLICAN,155518,TOTAL
2016,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1596,TOTAL
2016,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6282,TOTAL
2016,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4150,TOTAL
2016,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7130,TOTAL
2016,NORTH CAROLINA,NC,MOORE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,16329,TOTAL
2016,NORTH CAROLINA,NC,MOORE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,30490,TOTAL
2016,NORTH CAROLINA,NC,NASH,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,23235,TOTAL
2016,NORTH CAROLINA,NC,NASH,US PRESIDENT,DONALD TRUMP,REPUBLICAN,23319,TOTAL
2016,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,50979,TOTAL
2016,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,DONALD TRUMP,REPUBLICAN,55344,TOTAL
2016,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6144,TOTAL
2016,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3582,TOTAL
2016,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,17514,TOTAL
2016,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,DONALD TRUMP,REPUBLICAN,37122,TOTAL
2016,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,59923,TOTAL
2016,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,18557,TOTAL
2016,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2448,TOTAL
2016,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4258,TOTAL
2016,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8615,TOTAL
2016,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8180,TOTAL
2016,NORTH CAROLINA,NC,PENDER,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9354,TOTAL
2016,NORTH CAROLINA,NC,PENDER,US PRESIDENT,DONALD TRUMP,REPUBLICAN,17639,TOTAL
2016,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2319,TOTAL
2016,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4177,TOTAL
2016,NORTH CAROLINA,NC,PERSON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7833,TOTAL
2016,NORTH CAROLINA,NC,PERSON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,11185,TOTAL
2016,NORTH CAROLINA,NC,PITT,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,41824,TOTAL
2016,NORTH CAROLINA,NC,PITT,US PRESIDENT,DONALD TRUMP,REPUBLICAN,35691,TOTAL
2016,NORTH CAROLINA,NC,POLK,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3735,TOTAL
2016,NORTH CAROLINA,NC,POLK,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6768,TOTAL
2016,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,13194,TOTAL
2016,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,DONALD TRUMP,REPUBLICAN,49430,TOTAL
2016,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8501,TOTAL
2016,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10383,TOTAL
2016,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,19016,TOTAL
2016,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,20762,TOTAL
2016,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,14228,TOTAL
2016,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,DONALD TRUMP,REPUBLICAN,26830,TOTAL
2016,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,19400,TOTAL
2016,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,42810,TOTAL
2016,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7512,TOTAL
2016,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,DONALD TRUMP,REPUBLICAN,21871,TOTAL
2016,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10547,TOTAL
2016,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,14838,TOTAL
2016,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7319,TOTAL
2016,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6256,TOTAL
2016,NORTH CAROLINA,NC,STANLY,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7094,TOTAL
2016,NORTH CAROLINA,NC,STANLY,US PRESIDENT,DONALD TRUMP,REPUBLICAN,21964,TOTAL
2016,NORTH CAROLINA,NC,STOKES,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4665,TOTAL
2016,NORTH CAROLINA,NC,STOKES,US PRESIDENT,DONALD TRUMP,REPUBLICAN,17116,TOTAL
2016,NORTH CAROLINA,NC,SURRY,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7488,TOTAL
2016,NORTH CAROLINA,NC,SURRY,US PRESIDENT,DONALD TRUMP,REPUBLICAN,23671,TOTAL
2016,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2196,TOTAL
2016,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3565,TOTAL
2016,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6558,TOTAL
2016,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10520,TOTAL
2016,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,720,TOTAL
2016,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,DONALD TRUMP,REPUBLICAN,975,TOTAL
2016,NORTH CAROLINA,NC,UNION,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,34337,TOTAL
2016,NORTH CAROLINA,NC,UNION,US PRESIDENT,DONALD TRUMP,REPUBLICAN,66707,TOTAL
2016,NORTH CAROLINA,NC,VANCE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,12229,TOTAL
2016,NORTH CAROLINA,NC,VANCE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7332,TOTAL
2016,NORTH CAROLINA,NC,WAKE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,302736,TOTAL
2016,NORTH CAROLINA,NC,WAKE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,196082,TOTAL
2016,NORTH CAROLINA,NC,WARREN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6413,TOTAL
2016,NORTH CAROLINA,NC,WARREN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3214,TOTAL
2016,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3510,TOTAL
2016,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2564,TOTAL
2016,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,14138,TOTAL
2016,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13697,TOTAL
2016,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,21770,TOTAL
2016,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,DONALD TRUMP,REPUBLICAN,27540,TOTAL
2016,NORTH CAROLINA,NC,WILKES,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6638,TOTAL
2016,NORTH CAROLINA,NC,WILKES,US PRESIDENT,DONALD TRUMP,REPUBLICAN,23752,TOTAL
2016,NORTH CAROLINA,NC,WILSON,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,19663,TOTAL
2016,NORTH CAROLINA,NC,WILSON,US PRESIDENT,DONALD TRUMP,REPUBLICAN,17531,TOTAL
2016,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3160,TOTAL
2016,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13880,TOTAL
2016,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3196,TOTAL
2016,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6385,TOTAL
2020,NORTH CAROLINA,NC,ALAMANCE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,38825,TOTAL
2020,NORTH CAROLINA,NC,ALAMANCE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,46056,TOTAL
2020,NORTH CAROLINA,NC,ALEXANDER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4145,TOTAL
2020,NORTH CAROLINA,NC,ALEXANDER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15888,TOTAL
2020,NORTH CAROLINA,NC,ALLEGHANY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1486,TOTAL
2020,NORTH CAROLINA,NC,ALLEGHANY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4527,TOTAL
2020,NORTH CAROLINA,NC,ANSON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5789,TOTAL
2020,NORTH CAROLINA,NC,ANSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5321,TOTAL
2020,NORTH CAROLINA,NC,ASHE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4164,TOTAL
2020,NORTH CAROLINA,NC,ASHE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11451,TOTAL
2020,NORTH CAROLINA,NC,AVERY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2191,TOTAL
2020,NORTH CAROLINA,NC,AVERY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7172,TOTAL
2020,NORTH CAROLINA,NC,BEAUFORT,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9723,TOTAL
2020,NORTH CAROLINA,NC,BEAUFORT,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16392,TOTAL
2020,NORTH CAROLINA,NC,BERTIE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5939,TOTAL
2020,NORTH CAROLINA,NC,BERTIE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3817,TOTAL
2020,NORTH CAROLINA,NC,BLADEN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7326,TOTAL
2020,NORTH CAROLINA,NC,BLADEN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9676,TOTAL
2020,NORTH CAROLINA,NC,BRUNSWICK,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,33310,TOTAL
2020,NORTH CAROLINA,NC,BRUNSWICK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,55850,TOTAL
2020,NORTH CAROLINA,NC,BUNCOMBE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,96515,TOTAL
2020,NORTH CAROLINA,NC,BUNCOMBE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,62412,TOTAL
2020,NORTH CAROLINA,NC,BURKE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13118,TOTAL
2020,NORTH CAROLINA,NC,BURKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,31019,TOTAL
2020,NORTH CAROLINA,NC,CABARRUS,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,52162,TOTAL
2020,NORTH CAROLINA,NC,CABARRUS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,63237,TOTAL
2020,NORTH CAROLINA,NC,CALDWELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10245,TOTAL
2020,NORTH CAROLINA,NC,CALDWELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,32119,TOTAL
2020,NORTH CAROLINA,NC,CAMDEN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1537,TOTAL
2020,NORTH CAROLINA,NC,CAMDEN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4312,TOTAL
2020,NORTH CAROLINA,NC,CARTERET,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12093,TOTAL
2020,NORTH CAROLINA,NC,CARTERET,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,30028,TOTAL
2020,NORTH CAROLINA,NC,CASWELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4860,TOTAL
2020,NORTH CAROLINA,NC,CASWELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7089,TOTAL
2020,NORTH CAROLINA,NC,CATAWBA,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25689,TOTAL
2020,NORTH CAROLINA,NC,CATAWBA,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,56588,TOTAL
2020,NORTH CAROLINA,NC,CHATHAM,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,26787,TOTAL
2020,NORTH CAROLINA,NC,CHATHAM,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,21276,TOTAL
2020,NORTH CAROLINA,NC,CHEROKEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3583,TOTAL
2020,NORTH CAROLINA,NC,CHEROKEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,12628,TOTAL
2020,NORTH CAROLINA,NC,CHOWAN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3247,TOTAL
2020,NORTH CAROLINA,NC,CHOWAN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4471,TOTAL
2020,NORTH CAROLINA,NC,CLAY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1699,TOTAL
2020,NORTH CAROLINA,NC,CLAY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5112,TOTAL
2020,NORTH CAROLINA,NC,CLEVELAND,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16955,TOTAL
2020,NORTH CAROLINA,NC,CLEVELAND,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,33798,TOTAL
2020,NORTH CAROLINA,NC,COLUMBUS,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9446,TOTAL
2020,NORTH CAROLINA,NC,COLUMBUS,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16832,TOTAL
2020,NORTH CAROLINA,NC,CRAVEN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,21148,TOTAL
2020,NORTH CAROLINA,NC,CRAVEN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,31032,TOTAL
2020,NORTH CAROLINA,NC,CUMBERLAND,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,84469,TOTAL
2020,NORTH CAROLINA,NC,CUMBERLAND,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,60032,TOTAL
2020,NORTH CAROLINA,NC,CURRITUCK,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4195,TOTAL
2020,NORTH CAROLINA,NC,CURRITUCK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11657,TOTAL
2020,NORTH CAROLINA,NC,DARE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9936,TOTAL
2020,NORTH CAROLINA,NC,DARE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13938,TOTAL
2020,NORTH CAROLINA,NC,DAVIDSON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,22636,TOTAL
2020,NORTH CAROLINA,NC,DAVIDSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,64658,TOTAL
2020,NORTH CAROLINA,NC,DAVIE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6713,TOTAL
2020,NORTH CAROLINA,NC,DAVIE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,18228,TOTAL
2020,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8767,TOTAL
2020,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13793,TOTAL
2020,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,144688,TOTAL
2020,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,32459,TOTAL
2020,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16089,TOTAL
2020,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9206,TOTAL
2020,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,113033,TOTAL
2020,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,85064,TOTAL
2020,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15879,TOTAL
2020,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,20901,TOTAL
2020,NORTH CAROLINA,NC,GASTON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,40959,TOTAL
2020,NORTH CAROLINA,NC,GASTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,73033,TOTAL
2020,NORTH CAROLINA,NC,GATES,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2546,TOTAL
2020,NORTH CAROLINA,NC,GATES,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3367,TOTAL
2020,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,905,TOTAL
2020,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3710,TOTAL
2020,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14565,TOTAL
2020,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16647,TOTAL
2020,NORTH CAROLINA,NC,GREENE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3832,TOTAL
2020,NORTH CAROLINA,NC,GREENE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4874,TOTAL
2020,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,173086,TOTAL
2020,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,107294,TOTAL
2020,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15545,TOTAL
2020,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10080,TOTAL
2020,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,22093,TOTAL
2020,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,35177,TOTAL
2020,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13144,TOTAL
2020,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,22834,TOTAL
2020,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27211,TOTAL
2020,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,40032,TOTAL
2020,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7097,TOTAL
2020,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3479,TOTAL
2020,NORTH CAROLINA,NC,HOKE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11804,TOTAL
2020,NORTH CAROLINA,NC,HOKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9453,TOTAL
2020,NORTH CAROLINA,NC,HYDE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1046,TOTAL
2020,NORTH CAROLINA,NC,HYDE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1418,TOTAL
2020,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,33888,TOTAL
2020,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,67010,TOTAL
2020,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9591,TOTAL
2020,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11356,TOTAL
2020,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,41257,TOTAL
2020,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,68353,TOTAL
2020,NORTH CAROLINA,NC,JONES,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2197,TOTAL
2020,NORTH CAROLINA,NC,JONES,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3280,TOTAL
2020,NORTH CAROLINA,NC,LEE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,12143,TOTAL
2020,NORTH CAROLINA,NC,LEE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16469,TOTAL
2020,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13605,TOTAL
2020,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14590,TOTAL
2020,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13274,TOTAL
2020,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,36341,TOTAL
2020,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5832,TOTAL
2020,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16883,TOTAL
2020,NORTH CAROLINA,NC,MACON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6230,TOTAL
2020,NORTH CAROLINA,NC,MACON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14211,TOTAL
2020,NORTH CAROLINA,NC,MADISON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4901,TOTAL
2020,NORTH CAROLINA,NC,MADISON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7979,TOTAL
2020,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5911,TOTAL
2020,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6532,TOTAL
2020,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,378107,TOTAL
2020,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,179211,TOTAL
2020,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1867,TOTAL
2020,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7090,TOTAL
2020,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4327,TOTAL
2020,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8411,TOTAL
2020,NORTH CAROLINA,NC,MOORE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,20779,TOTAL
2020,NORTH CAROLINA,NC,MOORE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,36764,TOTAL
2020,NORTH CAROLINA,NC,NASH,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25947,TOTAL
2020,NORTH CAROLINA,NC,NASH,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,25827,TOTAL
2020,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,66138,TOTAL
2020,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,63331,TOTAL
2020,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5799,TOTAL
2020,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3989,TOTAL
2020,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,24266,TOTAL
2020,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,46078,TOTAL
2020,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,63594,TOTAL
2020,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,20176,TOTAL
2020,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2713,TOTAL
2020,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4849,TOTAL
2020,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9832,TOTAL
2020,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9770,TOTAL
